lead_time,arrival_date_year,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,booking_changes,days_in_waiting_list,adr,required_car_parking_spaces,total_of_special_requests,total_nights,total_guests,is_family,has_agent,has_company,adr_per_guest,prev_cancel_ratio,hotel,arrival_date_month,arrival_weekday,meal,country,market_segment,distribution_channel,reserved_room_type,deposit_type,customer_type,agent,company,is_canceled
169,2017,31,31,1,3,2,0,0,0,0,0,0,0,212.0,0,3,4,2,0,1,0,106.0,0.0,Resort Hotel,July,Monday,HB,PRT,Online TA,TA/TO,D,No Deposit,Transient,240.0,,0
72,2017,1,7,2,5,2,0,0,0,0,0,0,0,46.64,0,0,7,2,0,1,0,23.32,0.0,Resort Hotel,January,Saturday,BB,GBR,Online TA,TA/TO,E,No Deposit,Transient-Party,314.0,,0
111,2016,15,4,1,3,2,0,0,0,0,0,0,0,82.45,0,1,4,2,0,1,0,41.225,0.0,City Hotel,April,Monday,BB,FRA,Online TA,TA/TO,A,No Deposit,Transient-Party,9.0,,0
362,2016,52,24,1,1,2,0,0,0,0,1,2,0,80.0,0,1,2,2,0,1,0,40.0,0.0,Resort Hotel,December,Saturday,HB,GBR,Offline TA/TO,TA/TO,E,No Deposit,Contract,57.0,,0
111,2016,34,16,0,2,2,0,0,0,0,0,0,0,72.25,0,0,2,2,0,1,0,36.125,0.0,City Hotel,August,Tuesday,BB,GBR,Offline TA/TO,TA/TO,A,No Deposit,Transient,42.0,,0
76,2015,28,7,0,3,2,0,0,0,0,0,0,0,76.5,0,1,3,2,0,1,0,38.25,0.0,City Hotel,July,Tuesday,BB,PRT,Online TA,TA/TO,A,No Deposit,Transient-Party,9.0,,1
327,2015,36,3,4,10,2,0,0,0,0,0,0,0,62.48,0,1,14,2,0,1,0,31.24,0.0,Resort Hotel,September,Thursday,BB,GBR,Offline TA/TO,TA/TO,D,No Deposit,Contract,40.0,,0
86,2017,22,2,1,2,2,0,0,0,0,0,0,0,127.0,0,0,3,2,0,1,0,63.5,0.0,Resort Hotel,June,Friday,BB,CN,Online TA,TA/TO,E,No Deposit,Transient,5.0,,0
8,2017,9,3,1,2,2,0,0,0,0,0,2,0,47.0,0,0,3,2,0,0,1,23.5,0.0,Resort Hotel,March,Friday,BB,BEL,Groups,Corporate,D,No Deposit,Transient-Party,,223.0,0
160,2016,38,13,0,2,2,0,0,0,0,0,0,0,115.0,0,1,2,2,0,1,0,57.5,0.0,City Hotel,September,Tuesday,HB,PRT,Offline TA/TO,TA/TO,A,No Deposit,Transient-Party,6.0,,1
2,2017,29,19,0,4,2,1,0,0,0,0,0,0,156.1,0,1,4,3,1,1,0,52.03333333333333,0.0,Resort Hotel,July,Wednesday,BB,ESP,Online TA,TA/TO,A,No Deposit,Transient,241.0,,0
184,2017,16,16,1,0,3,0,0,0,0,0,0,0,117.0,0,1,1,3,0,1,0,39.0,0.0,Resort Hotel,April,Sunday,BB,PRT,Online TA,TA/TO,G,No Deposit,Transient,242.0,,1
190,2016,37,8,0,3,2,0,0,0,0,0,4,0,165.6,0,0,3,2,0,1,0,82.8,0.0,City Hotel,September,Thursday,HB,FRA,Online TA,TA/TO,A,No Deposit,Transient,9.0,,1
5,2017,23,9,2,2,2,0,0,0,0,0,0,0,169.75,0,1,4,2,0,1,0,84.875,0.0,City Hotel,June,Friday,BB,FRA,Online TA,TA/TO,A,No Deposit,Transient,9.0,,0
20,2016,28,4,1,5,2,0,0,0,0,0,0,0,139.0,0,0,6,2,0,1,0,69.5,0.0,City Hotel,July,Monday,SC,ARE,Online TA,TA/TO,A,No Deposit,Transient,9.0,,1
17,2016,48,23,0,3,2,0,0,0,0,0,0,0,104.0,0,2,3,2,0,1,0,52.0,0.0,City Hotel,November,Wednesday,BB,GBR,Online TA,TA/TO,A,No Deposit,Transient,9.0,,0
119,2016,30,20,1,4,2,0,0,0,0,0,0,0,180.0,0,1,5,2,0,0,0,90.0,0.0,Resort Hotel,July,Wednesday,BB,PRT,Online TA,Direct,D,No Deposit,Transient,,,0
21,2016,40,29,0,1,2,0,0,0,0,0,0,0,99.33,0,1,1,2,0,1,0,49.665,0.0,City Hotel,September,Thursday,SC,BRA,Online TA,TA/TO,A,No Deposit,Transient,7.0,,0
101,2016,24,8,0,4,2,0,0,0,0,0,0,0,87.67,0,3,4,2,0,1,0,43.835,0.0,City Hotel,June,Wednesday,BB,DEU,Online TA,TA/TO,A,No Deposit,Transient,7.0,,0
11,2016,6,5,0,1,2,0,0,0,0,0,0,0,90.0,1,0,1,2,0,1,0,45.0,0.0,City Hotel,February,Friday,SC,CHN,Online TA,TA/TO,A,No Deposit,Transient,9.0,,0
151,2017,29,17,1,3,3,0,0,0,0,0,0,0,107.1,0,0,4,3,0,1,0,35.699999999999996,0.0,City Hotel,July,Monday,BB,DEU,Offline TA/TO,TA/TO,A,No Deposit,Transient,16.0,,0
196,2016,40,1,0,1,1,0,0,0,0,0,0,0,93.6,0,1,1,1,0,1,0,93.6,0.0,City Hotel,October,Saturday,SC,ESP,Online TA,TA/TO,A,No Deposit,Transient,8.0,,0
278,2016,50,9,1,2,2,0,0,0,0,0,0,0,78.3,0,3,3,2,0,1,0,39.15,0.0,City Hotel,December,Friday,BB,DEU,Online TA,TA/TO,A,No Deposit,Transient,9.0,,0
126,2015,34,18,1,5,2,2,0,0,0,0,0,0,121.5,0,3,6,4,1,1,0,30.375,0.0,Resort Hotel,August,Tuesday,BB,PRT,Offline TA/TO,TA/TO,C,No Deposit,Transient,5.0,,0
8,2017,7,14,0,1,2,0,0,0,0,0,0,0,88.0,0,1,1,2,0,1,0,44.0,0.0,City Hotel,February,Tuesday,SC,PRT,Online TA,TA/TO,A,No Deposit,Transient,9.0,,1
39,2016,7,13,0,1,2,0,0,0,0,0,0,0,58.0,1,0,1,2,0,1,0,29.0,0.0,Resort Hotel,February,Saturday,BB,ESP,Online TA,TA/TO,A,No Deposit,Transient,240.0,,0
111,2017,17,28,2,2,2,0,0,0,0,0,0,0,97.5,0,1,4,2,0,1,0,48.75,0.0,Resort Hotel,April,Friday,BB,GBR,Online TA,TA/TO,D,No Deposit,Transient,242.0,,0
88,2017,9,1,0,3,1,0,0,0,0,0,0,0,97.2,0,0,3,1,0,1,0,97.2,0.0,City Hotel,March,Wednesday,BB,PRT,Online TA,TA/TO,A,No Deposit,Transient,9.0,,1
60,2016,14,29,0,1,3,0,0,0,0,0,0,0,123.3,0,1,1,3,0,1,0,41.1,0.0,City Hotel,March,Tuesday,BB,GBR,Online TA,TA/TO,D,No Deposit,Transient,9.0,,1
64,2015,40,29,0,5,1,0,0,0,0,0,0,0,48.78,0,1,5,1,0,1,0,48.78,0.0,Resort Hotel,September,Tuesday,BB,PRT,Online TA,TA/TO,A,No Deposit,Transient,240.0,,1
50,2017,8,24,2,2,2,2,0,0,0,0,0,0,136.0,0,0,4,4,1,1,0,34.0,0.0,Resort Hotel,February,Friday,HB,PRT,Online TA,TA/TO,G,No Deposit,Transient,240.0,,1
1,2016,12,18,0,1,1,0,0,0,0,0,0,0,65.0,0,0,1,1,0,1,0,65.0,0.0,Resort Hotel,March,Friday,BB,NLD,Direct,Direct,E,No Deposit,Transient,250.0,,0
0,2016,8,20,1,1,2,0,0,0,0,0,1,0,90.0,0,1,2,2,0,1,0,45.0,0.0,Resort Hotel,February,Saturday,HB,ESP,Online TA,TA/TO,D,No Deposit,Transient,240.0,,0
11,2017,24,11,2,1,2,0,0,0,0,0,0,0,99.0,0,0,3,2,0,1,0,49.5,0.0,City Hotel,June,Sunday,BB,GBR,Offline TA/TO,TA/TO,A,No Deposit,Transient,262.0,,0
191,2017,8,23,4,10,2,0,0,0,0,0,0,0,52.0,1,1,14,2,0,1,0,26.0,0.0,Resort Hotel,February,Thursday,BB,CN,Offline TA/TO,TA/TO,E,No Deposit,Transient,96.0,,0
134,2016,33,12,1,2,3,0,0,0,0,0,0,0,146.7,0,1,3,3,0,1,0,48.9,0.0,City Hotel,August,Friday,BB,BEL,Online TA,TA/TO,D,No Deposit,Transient,9.0,,0
1,2017,9,26,2,0,2,0,0,1,0,6,3,0,63.5,1,2,2,2,0,0,0,31.75,0.0,Resort Hotel,February,Sunday,BB,PRT,Direct,Direct,A,No Deposit,Transient,,,0
11,2015,32,7,0,1,2,0,0,0,0,0,0,0,75.0,0,1,1,2,0,1,0,37.5,0.0,City Hotel,August,Friday,BB,PRT,Online TA,TA/TO,A,No Deposit,Transient-Party,15.0,,0
71,2017,4,26,1,3,2,0,0,0,0,0,0,0,96.9,0,2,4,2,0,1,0,48.45,0.0,City Hotel,January,Thursday,BB,FRA,Online TA,TA/TO,D,No Deposit,Transient,9.0,,0
34,2015,43,18,2,3,3,0,0,0,0,0,1,0,73.08,0,1,5,3,0,1,0,24.36,0.0,Resort Hotel,October,Sunday,BB,NZL,Online TA,TA/TO,G,No Deposit,Transient,241.0,,0
138,2017,2,13,2,2,2,0,0,0,0,0,1,0,77.86,0,0,4,2,0,1,0,38.93,0.0,City Hotel,January,Friday,BB,BEL,Online TA,TA/TO,B,No Deposit,Transient,9.0,,0
152,2017,14,5,1,4,2,0,0,0,0,0,5,0,67.0,1,0,5,2,0,0,1,33.5,0.0,Resort Hotel,April,Wednesday,BB,GBR,Groups,TA/TO,D,No Deposit,Transient-Party,,223.0,0
3,2016,12,17,0,1,1,0,0,0,0,0,0,0,36.0,0,0,1,1,0,1,0,36.0,0.0,Resort Hotel,March,Thursday,BB,PRT,Direct,Direct,A,No Deposit,Transient-Party,126.0,,0
5,2015,39,20,2,0,1,0,0,0,0,0,0,0,92.4,0,1,2,1,0,1,0,92.4,0.0,City Hotel,September,Sunday,BB,PRT,Online TA,TA/TO,A,No Deposit,Transient,7.0,,0
9,2016,15,7,0,2,1,0,0,0,0,0,0,0,95.0,0,0,2,1,0,1,0,95.0,0.0,City Hotel,April,Thursday,BB,CHN,Online TA,TA/TO,A,No Deposit,Transient,9.0,,1
119,2015,52,21,2,5,2,0,0,0,0,0,0,0,24.95,0,1,7,2,0,1,0,12.475,0.0,Resort Hotel,December,Monday,BB,PRT,Online TA,TA/TO,A,No Deposit,Transient,241.0,,0
27,2017,25,24,1,1,2,0,0,0,0,0,1,0,160.0,0,1,2,2,0,1,0,80.0,0.0,Resort Hotel,June,Saturday,BB,PRT,Direct,Direct,D,No Deposit,Transient,250.0,,0
41,2016,21,17,0,3,2,0,0,0,0,0,0,0,143.4,0,1,3,2,0,1,0,71.7,0.0,City Hotel,May,Tuesday,BB,BEL,Online TA,TA/TO,D,No Deposit,Transient,9.0,,0
45,2015,30,19,2,3,1,0,0,0,0,0,0,0,84.12,0,0,5,1,0,1,0,84.12,0.0,Resort Hotel,July,Sunday,BB,ITA,Online TA,TA/TO,A,No Deposit,Transient,241.0,,0
0,2017,2,11,0,1,1,0,0,0,0,0,0,0,43.0,0,0,1,1,0,1,0,43.0,0.0,Resort Hotel,January,Wednesday,BB,PRT,Online TA,TA/TO,A,No Deposit,Transient,240.0,,0
19,2016,53,29,0,2,2,0,1,0,0,1,0,0,0.0,0,2,2,3,1,0,0,0.0,0.0,City Hotel,December,Thursday,BB,PRT,Complementary,Direct,F,No Deposit,Transient,,,0
12,2016,4,22,0,2,2,0,0,0,0,0,0,0,75.0,0,0,2,2,0,1,0,37.5,0.0,City Hotel,January,Friday,SC,ITA,Online TA,TA/TO,A,No Deposit,Transient,9.0,,1
181,2016,42,11,0,2,1,0,0,0,0,0,0,0,120.0,0,0,2,1,0,1,0,120.0,0.0,City Hotel,October,Tuesday,BB,FRA,Offline TA/TO,TA/TO,A,No Deposit,Transient-Party,234.0,,0
236,2017,23,10,4,7,2,0,0,0,0,0,1,0,115.68,0,0,11,2,0,1,0,57.84,0.0,Resort Hotel,June,Saturday,HB,DEU,Online TA,TA/TO,E,No Deposit,Transient-Party,314.0,,0
198,2017,1,1,1,0,1,0,0,0,0,0,4,0,0.0,0,0,1,1,0,0,1,0.0,0.0,Resort Hotel,January,Sunday,HB,PRT,Groups,TA/TO,A,No Deposit,Transient-Party,,308.0,0
27,2017,25,23,1,2,2,0,0,0,0,0,0,0,155.0,0,1,3,2,0,1,0,77.5,0.0,Resort Hotel,June,Friday,BB,PRT,Online TA,TA/TO,D,No Deposit,Transient,240.0,,0
62,2017,35,30,2,5,2,0,0,0,0,0,0,0,175.71,0,0,7,2,0,1,0,87.855,0.0,Resort Hotel,August,Wednesday,BB,IRL,Online TA,TA/TO,A,No Deposit,Transient,240.0,,1
16,2015,39,25,2,2,1,0,0,0,0,0,0,0,170.0,0,0,4,1,0,1,0,170.0,0.0,City Hotel,September,Friday,BB,BEL,Groups,TA/TO,A,No Deposit,Transient-Party,1.0,,0
4,2017,8,20,1,0,1,0,0,0,0,0,0,0,38.7,0,0,1,1,0,1,0,38.7,0.0,Resort Hotel,February,Monday,BB,GBR,Online TA,TA/TO,A,No Deposit,Transient,184.0,,0
285,2016,41,3,1,3,2,0,0,0,0,0,0,24,100.0,0,0,4,2,0,1,0,50.0,0.0,City Hotel,October,Monday,BB,PRT,Offline TA/TO,TA/TO,A,Non Refund,Transient,31.0,,1
259,2017,23,6,2,5,2,0,0,0,0,0,0,0,97.4,0,0,7,2,0,1,0,48.7,0.0,Resort Hotel,June,Tuesday,HB,IRL,Offline TA/TO,TA/TO,D,No Deposit,Transient,6.0,,0
82,2017,5,29,2,5,2,0,0,0,0,0,0,0,72.0,0,0,7,2,0,1,0,36.0,0.0,Resort Hotel,January,Sunday,HB,FRA,Online TA,TA/TO,A,No Deposit,Transient,240.0,,1
209,2016,27,2,2,4,2,0,0,0,0,0,0,0,72.75,0,1,6,2,0,1,0,36.375,0.0,City Hotel,July,Saturday,BB,AUT,Online TA,TA/TO,D,No Deposit,Transient,7.0,,0
87,2015,38,18,1,2,2,0,0,0,0,0,0,0,89.25,0,1,3,2,0,1,0,44.625,0.0,City Hotel,September,Friday,BB,PRT,Online TA,TA/TO,A,No Deposit,Transient-Party,9.0,,0
133,2016,34,16,2,5,2,0,0,0,0,0,2,0,211.0,1,2,7,2,0,1,0,105.5,0.0,Resort Hotel,August,Tuesday,BB,PRT,Direct,Direct,D,No Deposit,Transient,250.0,,0
336,2017,25,22,2,5,2,0,0,0,0,0,0,0,88.2,0,1,7,2,0,1,0,44.1,0.0,Resort Hotel,June,Thursday,BB,GBR,Online TA,TA/TO,D,No Deposit,Transient,240.0,,1
28,2015,48,28,0,0,2,0,0,0,0,0,0,0,0.0,0,1,0,2,0,1,0,0.0,0.0,Resort Hotel,November,Saturday,BB,PRT,Online TA,TA/TO,A,No Deposit,Transient,240.0,,0
155,2017,14,8,2,2,2,1,0,0,0,0,0,0,111.25,0,0,4,3,1,1,0,37.083333333333336,0.0,City Hotel,April,Saturday,BB,GRC,Direct,Direct,A,No Deposit,Transient,14.0,,0
209,2016,36,29,1,3,2,0,0,0,0,0,0,0,93.0,1,0,4,2,0,1,0,46.5,0.0,Resort Hotel,August,Monday,BB,PRT,Offline TA/TO,TA/TO,A,No Deposit,Transient,314.0,,0
112,2015,28,6,3,7,2,0,0,0,0,0,0,0,120.6,0,1,10,2,0,1,0,60.3,0.0,Resort Hotel,July,Monday,BB,GBR,Offline TA/TO,TA/TO,A,No Deposit,Transient,242.0,,0
232,2016,49,1,0,3,2,0,0,0,0,0,0,0,91.8,0,2,3,2,0,1,0,45.9,0.0,City Hotel,December,Thursday,BB,GBR,Online TA,TA/TO,D,No Deposit,Transient,9.0,,0
110,2017,17,26,1,4,2,0,0,0,0,0,0,0,190.8,0,0,5,2,0,1,0,95.4,0.0,City Hotel,April,Wednesday,BB,NOR,Online TA,TA/TO,F,No Deposit,Transient,9.0,,1
115,2017,20,18,0,3,2,0,0,0,0,0,0,0,190.0,0,0,3,2,0,1,0,95.0,0.0,City Hotel,May,Thursday,BB,PRT,Offline TA/TO,TA/TO,A,Non Refund,Transient,170.0,,1
9,2016,39,18,1,0,1,0,0,0,0,0,0,0,96.0,0,0,1,1,0,1,0,96.0,0.0,Resort Hotel,September,Sunday,BB,GBR,Groups,Corporate,E,No Deposit,Transient-Party,223.0,,0
75,2015,44,31,2,2,2,0,0,0,0,0,0,0,76.5,0,1,4,2,0,1,0,38.25,0.0,City Hotel,October,Saturday,BB,PRT,Online TA,TA/TO,A,No Deposit,Contract,9.0,,1
25,2015,38,19,2,4,2,0,0,0,0,0,0,0,118.15,0,1,6,2,0,1,0,59.075,0.0,City Hotel,September,Saturday,BB,PRT,Online TA,TA/TO,D,No Deposit,Transient,8.0,,0
59,2015,52,24,0,3,2,0,0,0,0,0,1,0,45.0,0,1,3,2,0,0,0,22.5,0.0,Resort Hotel,December,Thursday,BB,PRT,Direct,Direct,A,No Deposit,Transient-Party,,,0
0,2015,51,15,0,2,1,0,0,0,0,0,0,0,75.0,0,0,2,1,0,0,0,75.0,0.0,City Hotel,December,Tuesday,BB,ESP,Direct,Direct,A,No Deposit,Transient,,,0
1,2017,8,24,0,1,2,0,0,0,0,0,0,0,88.0,0,2,1,2,0,0,0,44.0,0.0,City Hotel,February,Friday,BB,PRT,Direct,Direct,A,No Deposit,Transient,,,1
100,2016,27,27,1,4,2,0,0,0,0,0,3,0,134.4,1,0,5,2,0,1,0,67.2,0.0,City Hotel,June,Monday,BB,BEL,Direct,Direct,D,No Deposit,Transient,14.0,,0
0,2015,48,24,0,1,2,0,0,0,0,0,0,0,43.0,1,0,1,2,0,0,0,21.5,0.0,Resort Hotel,November,Tuesday,BB,PRT,Direct,Direct,A,No Deposit,Transient,,,0
110,2015,52,24,2,7,1,0,0,0,0,0,0,0,35.64,0,0,9,1,0,1,0,35.64,0.0,Resort Hotel,December,Thursday,BB,PRT,Online TA,TA/TO,A,No Deposit,Transient,240.0,,1
137,2016,33,8,1,3,3,0,0,0,0,0,0,0,198.0,0,0,4,3,0,1,0,66.0,0.0,City Hotel,August,Monday,HB,ESP,Online TA,TA/TO,D,No Deposit,Transient,9.0,,1
8,2017,5,2,4,8,2,1,0,0,0,0,0,0,108.8,0,1,12,3,1,1,0,36.266666666666666,0.0,City Hotel,February,Thursday,BB,AGO,Online TA,TA/TO,A,No Deposit,Transient,9.0,,1
13,2015,40,28,1,0,2,0,0,0,0,0,0,0,56.98,0,1,1,2,0,1,0,28.49,0.0,Resort Hotel,September,Monday,BB,ITA,Online TA,TA/TO,A,No Deposit,Transient,241.0,,0
44,2016,13,20,2,3,2,0,0,0,0,0,0,0,107.5,0,1,5,2,0,1,0,53.75,0.0,City Hotel,March,Sunday,BB,GBR,Online TA,TA/TO,D,No Deposit,Transient,9.0,,0
172,2017,21,27,2,1,2,0,0,0,0,0,0,0,108.0,0,0,3,2,0,1,0,54.0,0.0,City Hotel,May,Saturday,BB,FRA,Direct,Direct,A,No Deposit,Transient,14.0,,0
36,2017,32,8,0,2,2,2,0,0,0,0,0,0,250.0,0,0,2,4,1,1,0,62.5,0.0,City Hotel,August,Tuesday,BB,FRA,Online TA,TA/TO,F,No Deposit,Transient,9.0,,1
61,2015,44,27,2,5,2,1,0,0,0,0,0,0,49.01,0,1,7,3,1,1,0,16.336666666666666,0.0,Resort Hotel,October,Tuesday,BB,PRT,Offline TA/TO,TA/TO,A,No Deposit,Transient,156.0,,0
383,2016,41,6,0,3,1,0,0,0,0,0,1,0,44.0,0,0,3,1,0,1,0,44.0,0.0,Resort Hotel,October,Thursday,BB,GBR,Groups,TA/TO,A,No Deposit,Transient-Party,315.0,,0
77,2016,18,25,1,1,2,1,0,0,0,0,4,0,112.5,0,2,2,3,1,1,0,37.5,0.0,City Hotel,April,Monday,BB,USA,Online TA,TA/TO,A,No Deposit,Transient-Party,9.0,,0
4,2016,18,30,0,1,1,2,0,0,0,0,0,0,95.0,0,3,1,3,1,0,0,31.666666666666668,0.0,Resort Hotel,April,Saturday,BB,PRT,Direct,Direct,D,No Deposit,Transient,,,0
19,2017,18,3,0,1,2,0,0,0,0,0,0,0,120.0,0,1,1,2,0,1,0,60.0,0.0,City Hotel,May,Wednesday,SC,GBR,Online TA,TA/TO,A,No Deposit,Transient,9.0,,1
14,2016,12,13,2,0,2,0,0,0,0,0,0,0,97.0,0,0,2,2,0,1,0,48.5,0.0,City Hotel,March,Sunday,SC,FRA,Online TA,TA/TO,A,No Deposit,Transient,9.0,,0
312,2017,21,27,2,5,2,0,0,0,0,0,1,0,59.79,0,1,7,2,0,1,0,29.895,0.0,Resort Hotel,May,Saturday,BB,GBR,Online TA,TA/TO,A,No Deposit,Transient,240.0,,1
1,2017,1,4,0,1,2,0,0,1,1,11,0,0,89.0,1,2,1,2,0,0,1,44.5,0.0833333333333333,City Hotel,January,Wednesday,BB,PRT,Corporate,Corporate,A,No Deposit,Transient,,219.0,0
4,2016,18,30,0,1,2,0,0,0,0,0,0,0,95.0,1,1,1,2,0,0,0,47.5,0.0,Resort Hotel,April,Saturday,BB,PRT,Direct,Direct,F,No Deposit,Transient,,,0
151,2017,21,23,0,4,2,0,0,0,0,0,0,0,162.0,0,4,4,2,0,1,0,81.0,0.0,City Hotel,May,Tuesday,BB,FRA,Online TA,TA/TO,E,No Deposit,Transient,9.0,,0
54,2017,10,5,2,2,2,0,0,0,0,0,0,0,67.15,0,1,4,2,0,1,0,33.575,0.0,City Hotel,March,Sunday,BB,FRA,Online TA,TA/TO,A,No Deposit,Transient,7.0,,0
210,2016,33,7,2,3,2,0,0,0,0,0,0,0,90.95,0,1,5,2,0,1,0,45.475,0.0,City Hotel,August,Sunday,BB,BEL,Online TA,TA/TO,A,No Deposit,Transient-Party,9.0,,0
5,2017,33,16,0,1,1,0,0,1,0,1,0,0,67.0,1,2,1,1,0,0,1,67.0,0.0,City Hotel,August,Wednesday,BB,PRT,Corporate,Corporate,A,No Deposit,Transient,,40.0,0
127,2017,9,3,1,2,2,0,0,0,0,0,0,0,93.6,0,2,3,2,0,1,0,46.8,0.0,City Hotel,March,Friday,BB,DNK,Online TA,TA/TO,A,No Deposit,Transient,9.0,,1
33,2016,7,10,0,2,1,0,0,0,0,0,0,0,69.5,0,0,2,1,0,1,0,69.5,0.0,City Hotel,February,Wednesday,BB,PRT,Direct,Direct,A,No Deposit,Transient,14.0,,0
25,2017,11,13,1,2,2,0,0,0,0,0,0,0,81.44,0,0,3,2,0,1,0,40.72,0.0,City Hotel,March,Monday,BB,FRA,Online TA,TA/TO,A,No Deposit,Transient,7.0,,0
121,2016,47,16,2,4,2,0,0,0,0,0,0,0,65.45,0,1,6,2,0,1,0,32.725,0.0,City Hotel,November,Wednesday,BB,BRA,Online TA,TA/TO,A,No Deposit,Transient,7.0,,0
176,2016,13,20,2,4,1,0,0,0,0,0,0,0,61.52,0,0,6,1,0,1,0,61.52,0.0,City Hotel,March,Sunday,BB,NOR,Online TA,TA/TO,A,No Deposit,Group,7.0,,0
1,2016,42,11,0,2,2,0,0,0,0,0,2,0,140.0,0,0,2,2,0,1,0,70.0,0.0,City Hotel,October,Tuesday,SC,BEL,Online TA,TA/TO,A,No Deposit,Transient,9.0,,0
4,2016,9,26,0,2,2,0,0,0,0,0,1,0,87.0,0,1,2,2,0,1,0,43.5,0.0,City Hotel,February,Friday,BB,PRT,Online TA,TA/TO,A,No Deposit,Transient,9.0,,0
114,2016,29,14,0,3,3,0,0,0,0,0,0,0,189.0,0,0,3,3,0,1,0,63.0,0.0,City Hotel,July,Thursday,HB,FRA,Online TA,TA/TO,D,No Deposit,Transient,9.0,,1
164,2016,40,30,2,2,2,0,0,0,0,0,0,0,126.9,0,1,4,2,0,1,0,63.45,0.0,City Hotel,September,Friday,BB,BEL,Online TA,TA/TO,D,No Deposit,Transient,9.0,,0
116,2017,21,27,2,2,2,0,0,0,0,0,1,0,40.95,0,0,4,2,0,1,0,20.475,0.0,Resort Hotel,May,Saturday,BB,CN,Offline TA/TO,TA/TO,A,No Deposit,Transient,410.0,,0
5,2016,21,15,2,1,2,0,0,0,0,0,0,1,125.0,0,0,3,2,0,1,0,62.5,0.0,City Hotel,May,Sunday,HB,FRA,Offline TA/TO,TA/TO,A,No Deposit,Transient,28.0,,0
52,2016,11,6,3,5,2,0,0,0,0,0,0,0,28.1,0,0,8,2,0,1,0,14.05,0.0,Resort Hotel,March,Sunday,BB,GBR,Offline TA/TO,TA/TO,A,No Deposit,Transient,8.0,,0
43,2016,22,24,0,2,2,0,0,0,0,0,0,0,126.9,0,1,2,2,0,1,0,63.45,0.0,City Hotel,May,Tuesday,BB,GBR,Online TA,TA/TO,A,No Deposit,Transient,8.0,,0
18,2017,17,23,1,0,1,0,0,0,0,0,0,0,102.6,0,0,1,1,0,0,0,102.6,0.0,City Hotel,April,Sunday,BB,PRT,Direct,Direct,A,Non Refund,Transient,,,1
249,2016,53,27,0,5,3,0,0,0,0,0,1,0,184.65,0,0,5,3,0,1,0,61.55,0.0,City Hotel,December,Tuesday,BB,FRA,Offline TA/TO,TA/TO,A,No Deposit,Transient,22.0,,0
87,2017,16,16,2,2,1,0,0,0,0,0,0,0,117.0,0,0,4,1,0,1,0,117.0,0.0,City Hotel,April,Sunday,BB,GBR,Online TA,TA/TO,A,No Deposit,Transient,9.0,,1
34,2015,35,28,0,2,2,0,1,0,0,0,0,0,120.6,0,3,2,3,1,1,0,40.2,0.0,Resort Hotel,August,Friday,BB,PRT,Online TA,TA/TO,A,No Deposit,Transient,240.0,,0
24,2016,34,14,2,0,3,0,1,0,0,0,1,0,299.0,0,0,2,4,1,1,0,74.75,0.0,Resort Hotel,August,Sunday,BB,CN,Online TA,TA/TO,G,No Deposit,Transient,242.0,,0
61,2015,34,19,0,4,2,0,0,0,0,0,0,0,168.25,0,0,4,2,0,1,0,84.125,0.0,Resort Hotel,August,Wednesday,BB,ESP,Online TA,TA/TO,D,No Deposit,Transient,240.0,,0
47,2017,24,12,1,2,2,0,0,0,0,0,0,0,213.0,1,0,3,2,0,1,0,106.5,0.0,City Hotel,June,Monday,BB,DEU,Direct,Direct,E,No Deposit,Transient,14.0,,0
108,2016,32,2,0,3,3,0,0,0,0,0,0,0,253.0,0,0,3,3,0,1,0,84.33333333333333,0.0,City Hotel,August,Tuesday,BB,CN,Direct,Direct,G,No Deposit,Transient,14.0,,0
148,2016,47,16,0,4,2,0,0,0,0,0,0,0,74.8,0,0,4,2,0,1,0,37.4,0.0,City Hotel,November,Wednesday,SC,ITA,Online TA,TA/TO,A,No Deposit,Transient,9.0,,1
246,2017,29,18,0,1,2,0,0,0,0,0,0,0,82.47,0,1,1,2,0,1,0,41.235,0.0,City Hotel,July,Tuesday,BB,GBR,Online TA,TA/TO,A,No Deposit,Transient,7.0,,0
43,2017,29,18,1,5,2,1,0,0,0,0,0,0,255.0,0,0,6,3,1,1,0,85.0,0.0,Resort Hotel,July,Tuesday,HB,PRT,Online TA,TA/TO,A,No Deposit,Transient,196.0,,1
147,2016,40,25,2,2,2,0,0,0,0,0,0,0,129.6,0,2,4,2,0,1,0,64.8,0.0,City Hotel,September,Sunday,BB,CN,Online TA,TA/TO,A,No Deposit,Transient,8.0,,0
78,2016,13,25,1,2,2,0,0,0,0,0,0,0,105.3,0,0,3,2,0,1,0,52.65,0.0,City Hotel,March,Friday,BB,ITA,Online TA,TA/TO,D,No Deposit,Transient,9.0,,1
94,2016,23,3,1,2,2,0,0,0,0,0,0,0,137.4,0,0,3,2,0,1,0,68.7,0.0,City Hotel,June,Friday,BB,FRA,Online TA,TA/TO,D,No Deposit,Transient,9.0,,1
15,2016,6,5,0,2,2,0,0,0,0,0,0,0,53.0,0,1,2,2,0,1,0,26.5,0.0,Resort Hotel,February,Friday,BB,PRT,Online TA,TA/TO,A,No Deposit,Transient,240.0,,0
